公司名称,省份,城市,营业收入,利润,员工人数,上市日期,行业分类,产品类型
国新健康保障服务集团股份有限公司,海南,海口市,2741.54万,-5637.51万,1244,1992-11-30,电子商务B2B,大健康服务
南华生物医药股份有限公司,湖南,长沙市,3313.15万,169.56万,395,1992-12-08,节能环保,节能技术服务、生物医药
海南京粮控股股份有限公司,海南,海口市,23.39亿,4210.54万,2907,1992-12-21,房地产开发,油脂油料、食品制造
中润资源投资股份有限公司,山东,济南市,1.07亿,-2887.06万,1472,1993-03-12,黄金,房地产、黄金
珠海港股份有限公司,广东,珠海市,11.64亿,8947.48万,2883,1993-03-26,港口,码头运营服务、物流贸易、物流服务、物业管理、综合能源、饮料食品
华塑控股股份有限公司,四川,南充市,1114.94万,1427.49万,82,1993-05-07,其他建材,医疗服务、会展服务及其他、房租
四川新金路集团股份有限公司,四川,德阳市,7.11亿,6876.67万,2435,1993-05-07,氯碱,氯乙烯树脂产品、碱产品
丽珠医药集团股份有限公司,广东,珠海市,33.50亿,5.98亿,8367,1993-10-28,化学制剂,消化道、心脑血管、抗微生物药物、促性激素、其他、原料药及中间体、中药制剂、诊断试剂及设备
重庆渝开发股份有限公司,重庆,重庆市,4272.18万,-2208.76万,820,1993-07-12,房地产开发,房地产业、租赁和商务服务业
西安国际医学投资股份有限公司,陕西,西安市,6.32亿,-1.85亿,6737,1993-08-09,百货,医疗、软件和信息技术服务
荣安地产股份有限公司,浙江,宁波市,33.83亿,2.13亿,977,1993-08-06,房地产开发,房屋销售
江苏四环生物股份有限公司,江苏,无锡市,7088.49万,-1496.95万,288,1993-09-08,生物医药,注射剂、药品、用材林、景观工程、养护工程
中兵红箭股份有限公司,湖南,湘潭市,13.66亿,9672.37万,8496,1993-10-08,超硬材料,超硬材料及其制品、特种装备、改装汽车、汽车零部件
长航凤凰股份有限公司,湖北,武汉市,2.08亿,638.78万,272,1993-10-25,航运,干散货运输、船员派遣服务、资产出租
长虹美菱股份有限公司,安徽,合肥市,41.30亿,1136.79万,14907,1993-10-18,冰箱、空调,家用电器
广州市浪奇实业股份有限公司,广东,广州市,6.05亿,-3770.86万,1113,1993-11-08,洗涤产品,化工原料、日化产品、糖制品、饮料
广州岭南集团控股股份有限公司,广东,广州市,2.88亿,-6158.56万,5389,1993-11-18,餐饮,商旅出行、住宿、会展、景区、汽车服务
南京红太阳股份有限公司,江苏,南京市,8.61亿,1962.35万,3195,1993-10-28,农药,中间体、除草剂、杀虫剂、杀菌剂、动物营养
学大(厦门)教育科技集团股份有限公司,福建,厦门市,6.92亿,467.34万,11442,1993-11-01,教育培训,教育培训服务、房屋租赁、设备租赁
广西柳工机械股份有限公司,广西,柳州市,77.32亿,4.07亿,13152,1993-11-18,工程机械,土石方机械、其他工程机械及配件、融资租赁
广东广弘控股股份有限公司,广东,广州市,6.34亿,4413.43万,1743,1993-11-18,肉制品,食品板块、农牧板块、教育板块
冰山冷热科技股份有限公司,辽宁,大连市,4.92亿,-3144.26万,2487,1993-12-08,制冷空调设备,制冷空调设备
广州恒运企业集团股份有限公司,广东,广州市,9.94亿,1.55亿,1241,1994-01-06,火电,电力、蒸汽、房地产、环保及其他
珠海华金资本股份有限公司,广东,珠海市,8776.81万,402.60万,648,1994-01-03,电子零部件,电子设备、电子器件、污水处理、投资与管理、口罩机、口罩
广东顺钠电气股份有限公司,广东,佛山市,3.40亿,473.83万,1270,1994-01-03,厨卫电器,输配电设备业务、大宗商品贸易及供应链管理
万泽实业股份有限公司,广东,汕头市,1.39亿,4144.46万,890,1994-01-10,房地产开发,微生态制剂、高温合金
华映科技(集团)股份有限公司,福建,福州市,6.65亿,3196.60万,3255,1993-11-26,显示器件,模组、盖板玻璃、面板
天津广宇发展股份有限公司,天津,天津市,45.40亿,4.21亿,2234,1993-12-10,房地产开发,房地产开发、宾馆酒店服务、经营租赁、物业服务
云南白药集团股份有限公司,云南,昆明市,103.28亿,7.62亿,8131,1993-12-15,中药生产,工业产品(自制)、批发零售、农产品、其他服务
广东电力发展股份有限公司,广东,广州市,78.56亿,-5852.27万,6794,1993-11-26,火电,售电、蒸气、粉煤灰综合利用、销售材料、劳务
中天金融集团股份有限公司,贵州,贵阳市,132.80亿,3.07亿,5950,1994-02-02,房地产开发,地产业务、金融业务
佛山电器照明股份有限公司,广东,佛山市,8.26亿,4418.64万,7916,1993-11-23,照明设备,LED光源、LED灯具、LED汽车照明、传统照明、开关、插座
安徽省皖能股份有限公司,安徽,合肥市,41.72亿,1.01亿,3446,1993-12-20,火电,电力、供热、煤炭、运输
中原环保股份有限公司,河南,郑州市,12.09亿,1.52亿,1655,1993-12-08,污水处理,污水处理、供热销售、工程施工及管理
金浦钛业股份有限公司,吉林,吉林市,5.74亿,3545.50万,964,1993-12-15,其他化学原料,钛白粉
金圆环保股份有限公司,吉林,长春市,15.48亿,-3666.02万,3299,1993-12-15,水泥,建材、环保、新材料
航天工业发展股份有限公司,福建,福州市,9.45亿,1.97亿,2589,1993-11-30,通信传输设备,数字蓝军与蓝军装备产品、海洋信息装备产品、新一代通信与指控装备产品、网络空间安全产品、微系统产品
湖南投资集团股份有限公司,湖南,长沙市,8583.95万,1719.57万,752,1993-12-20,高速公路,路桥、酒店、房地产、物业
江铃汽车股份有限公司,江西,南昌市,80.41亿,2.78亿,13432,1993-12-01,商用车,商用车、SUV、相关零部件
创元科技股份有限公司,江苏,苏州市,9.22亿,5552.06万,2658,1994-01-06,综合,设备及工程、输变电高压瓷绝缘子、精密轴承、测绘仪器、磨具磨料、贸易、服务
甘肃靖远煤电股份有限公司,甘肃,白银市,11.86亿,1.61亿,12391,1994-01-06,煤炭开采洗选,煤炭、发电
安道麦股份有限公司,湖北,荆州市,71.87亿,1.51亿,7768,1993-12-03,农药,除草剂、杀虫剂、杀菌剂
中国石化山东泰山石油股份有限公司,山东,泰安市,6.15亿,145.18万,1185,1993-12-15,石油天然气贸易,汽油、柴油、天然气
神州数码信息服务股份有限公司,广东,深圳市,20.42亿,3102.75万,12898,1994-04-08,其他软件服务,系统集成、软件开发及技术服务
宁夏西部创业实业股份有限公司,宁夏,银川市,2.74亿,5916.85万,1122,1994-06-17,铁路运输,货运、住宿餐饮、葡萄酒
莱茵达体育发展股份有限公司,浙江,杭州市,3574.92万,-1352.37万,136,1994-05-09,体育运营,体育运营、房地产销售及租赁、能源及贸易销售
万向钱潮股份有限公司,浙江,杭州市,32.48亿,1.69亿,8245,1994-01-10,汽车零部件,机械制造、物资贸易
我爱我家控股集团股份有限公司,云南,昆明市,29.32亿,1.73亿,48488,1994-02-02,百货,资产管理、经纪业务、新房业务、商品销售、商业租赁及服务、房地产开发、物业服务、旅游服务
陕西烽火电子股份有限公司,陕西,宝鸡市,1.85亿,-2012.05万,2913,1994-05-09,通信终端设备,短波通信设备、超短波通信设备、航空搜救定位设备、车机内音频控制系统、电声器材
陕西省国际信托股份有限公司,陕西,西安市,3.48亿,1.73亿,671,1994-01-10,信托,金融信托业务
供销大集集团股份有限公司,陕西,西安市,4.91亿,-1.68亿,4040,1994-01-10,百货,批发零售连锁经营商业业务、地产业务、金融业务
重庆三峡油漆股份有限公司,重庆,重庆市,1.02亿,2443.29万,928,1994-04-08,涂料涂漆,油漆产品
海南海药股份有限公司,海南,海口市,5.45亿,-1.61亿,3148,1994-05-25,化学制剂,抗生素系列、胃肠道用药系列、抗肿瘤药系列、人工耳蜗系列、原料药及其中间体系列
海南海德资本管理股份有限公司,海南,海口市,7387.93万,4804.87万,58,1994-05-25,其他非银行金融,资产管理
泸州老窖股份有限公司,四川,泸州市,50.04亿,21.80亿,3330,1994-05-09,白酒,白酒
常柴股份有限公司,江苏,常州市,7.74亿,2466.11万,2863,1994-07-01,内燃机,柴油机、汽油机
新大洲控股股份有限公司,海南,海口市,1.31亿,-4530.66万,3055,1994-05-25,煤炭开采洗选,食品、煤炭、物流运输
海马汽车股份有限公司,海南,海口市,3.36亿,-6000.65万,3122,1994-08-08,乘用车,整车、配件销售、劳务
东莞宏远工业区股份有限公司,广东,东莞市,2.80亿,6405.18万,255,1994-08-15,房地产开发,出租、售楼、水电、煤、废旧铅蓄电池回收
广东甘化科工股份有限公司,广东,江门市,1.42亿,4937.96万,278,1994-09-07,造纸,军工业务、食糖贸易
无锡威孚高科技集团股份有限公司,江苏,无锡市,47.00亿,8.90亿,5389,1998-09-24,汽车零部件,汽车燃油喷射系统、汽车后处理系统、进气系统
北部湾港股份有限公司,广西,北海市,12.50亿,2.60亿,7509,1995-11-02,港口,装卸堆存、拖轮及港务管理、物流代理业务、理货业务
江苏哈工智能机器人股份有限公司,江苏,无锡市,5.04亿,-1075.94万,994,1995-11-28,氨纶,高端装备制造、机器人一站式平台、房地产
东北电气发展股份有限公司,江苏,常州市,1482.82万,-297.76万,150,1995-12-13,其他输变电设备,封闭母线、酒店餐饮住宿业
四川汇源光通信股份有限公司,四川,成都市,8699.63万,412.38万,603,1995-12-20,通信传输设备,光纤、光缆及相关产品、通信工程及系统集成
金洲慈航集团股份有限公司,黑龙江,伊春市,3596.42万,-9180.46万,60,1996-04-25,珠宝首饰,黄金类业务、铂金类业务、白银类业务、镶嵌类业务、18K金饰品、工艺美术品、融资租赁业务、短融业务、保理业务
贵州轮胎股份有限公司,贵州,贵阳市,17.82亿,1.02亿,6131,1996-03-08,轮胎,卡客车轮胎、工程机械轮胎、农业机械轮胎、工业车辆(含实心)轮胎、特种轮胎
启迪药业集团股份公司,湖南,衡阳市,7673.86万,2046.21万,1256,1996-01-19,中药生产,中成药、西药制剂
中节能太阳能股份有限公司,重庆,重庆市,15.72亿,2.78亿,1833,1996-02-08,新能源发电,太阳能发电、太阳能产品制造
中福海峡(平潭)发展股份有限公司,福建,福州市,2.88亿,2538.01万,1060,1996-03-27,木材加工,林木原木、纤维板、农资贸易流通、生物与新医药产品
四川大通燃气开发股份有限公司,四川,成都市,3.61亿,167.79万,1073,1996-03-12,燃气,商业零售、燃气供应、能源站发电制冷
宝塔实业股份有限公司,宁夏,银川市,3697.95万,-1641.99万,1206,1996-04-19,基础件,机械制造、设备制造
安徽古井贡酒股份有限公司,安徽,亳州市,41.30亿,8.39亿,9936,1996-09-27,白酒,白酒业务、酒店业务
东北制药集团股份有限公司,辽宁,沈阳市,20.20亿,3905.05万,7567,1996-05-23,化学原料药,化学制药、医药商业、医药工程、生物医药
成都市兴蓉环境股份有限公司,四川,成都市,11.88亿,2.98亿,4200,1996-05-29,污水处理,自来水业务、污水处理及中水利用业务、环保业务、工程业务
青岛双星股份有限公司,山东,青岛市,12.14亿,4134.37万,5078,1996-04-30,轮胎,轮胎制造业、机械制造业
河北建投能源投资股份有限公司,河北,石家庄市,45.36亿,3.66亿,4506,1996-06-06,火电,燃煤火力发电、供热、新能源项目
广东韶能集团股份有限公司,广东,韶关市,12.10亿,3682.73万,5185,1996-08-30,火电,能源（电力）、生态植物纤维制品、精密（智能）制造
盛达金属资源股份有限公司,北京,北京市,1.74亿,242.22万,1581,1996-08-23,铅锌,有色金属采选、有色金属贸易
渤海水业股份有限公司,北京,北京市,5.52亿,2421.31万,1692,1996-09-13,水务,原水、自来水、污水处理、工程、供热、中水处理、污泥处理
顺利办信息服务股份有限公司,青海,西宁市,9312.21万,2183.32万,1602,1996-10-04,其他互联网服务,企业互联网服务
浙江华媒控股股份有限公司,浙江,杭州市,3.94亿,-27.31万,3070,1996-08-30,营销服务,广告策划发布、报刊发行与印刷、教育
阳光新业地产股份有限公司,广西,南宁市,6611.14万,-550.38万,107,1996-09-19,房地产开发,开发产品销售、商业租赁、写字楼租赁、商业运营
北京中迪投资股份有限公司,北京,北京市,1240.53万,-3728.62万,179,1996-10-10,综合,房地产开发、融资租赁业务、其他
西安旅游股份有限公司,陕西,西安市,7600.01万,-1480.93万,491,1996-09-26,景区,旅行社、酒店、商贸
内蒙古天首科技发展股份有限公司,内蒙古,包头市,30.33万,-795.75万,26,1996-10-08,纺织,动力煤业务、设备租赁、钾肥业务、纺织业、供电、土地租赁
焦作万方铝业股份有限公司,河南,焦作市,15.70亿,2.08亿,2407,1996-09-26,铝,电解铝液、铝锭及铝合金制品
海南大东海旅游中心股份有限公司,海南,三亚市,805.44万,100.49万,120,1997-01-28,酒店,旅游饮食服务
奥园美谷科技股份有限公司,湖北,襄阳市,6.07亿,2333.54万,3565,1996-10-16,房地产开发,化纤、房地产
海航投资集团股份有限公司,辽宁,大连市,942.99万,232.48万,199,1996-11-08,房地产开发,房地产业务、基金管理、养老服务
中国石油集团资本股份有限公司,新疆,克拉玛依市,71.99亿,30.44亿,4405,1996-10-22,其他非银行金融,银行业务、财务公司业务、金融租赁业务、信托业务、保险业务、保险经纪业务、证券业务、信用增进业务
芜湖海螺型材科技股份有限公司,安徽,芜湖市,8.38亿,-2825.08万,4178,1996-10-23,其他建材,中高档塑料型材、门窗、SCR脱硝催化剂
新华联文化旅游发展股份有限公司,北京,北京市,5.74亿,-3.97亿,7469,1996-10-29,房地产开发,商品房销售、文旅综合行业
恒立实业发展集团股份有限公司,湖南,岳阳市,8240.78万,-103.46万,133,1996-11-07,汽车零部件,乙二醇、氯化钴、三元前驱体、金属镍、煤炭、金属钴、国债逆回购、车用空调
吉林敖东药业集团股份有限公司,吉林,延边朝鲜族自治州,5.24亿,3.89亿,4462,1996-10-28,中药生产,中成药、化学药品、食品
重庆长安汽车股份有限公司,重庆,重庆市,320.27亿,8.55亿,40298,1997-06-10,乘用车,销售商品、劳务
远大产业控股股份有限公司,江苏,连云港市,178.70亿,8552.09万,623,1996-11-28,贸易,商品贸易、物流代理
天茂实业集团股份有限公司,湖北,荆门市,127.58亿,4.31亿,2379,1996-11-12,保险,保险、医药、化工
成都高新发展股份有限公司,四川,成都市,10.59亿,2003.62万,1097,1996-11-18,专业工程,建筑施工、智慧城市建设、运营及相关服务业务、期货及相关业务
攀钢集团钒钛资源股份有限公司,四川,攀枝花市,33.55亿,1.78亿,3181,1996-11-15,普钢,钒、钛、电
铜陵有色金属集团股份有限公司,安徽,铜陵市,320.45亿,4.56亿,14441,1996-11-20,铜,阴极铜、硫酸、黄金、白银、铜箔、铜板带
顺发恒业股份公司,吉林,长春市,4158.67万,2111.21万,615,1996-11-22,房地产开发,房地产开发、物业服务管理、租赁物业
福建三木集团股份有限公司,福建,福州市,17.62亿,939.12万,590,1996-11-21,综合,建筑材料和金属材料、商品房及土地开发、化工产品、日用百货、船舶物料、食品与食品加工、机电产品、纺织品、物管费、租赁、酒店服务业、基金管理费、基金顾问费
新疆合金投资股份有限公司,辽宁,沈阳市,3234.60万,137.67万,209,1996-11-12,其他金属新材料,冶金
宁夏英力特化工股份有限公司,宁夏,石嘴山市,5.76亿,6427.24万,2128,1996-11-20,氯碱,化工、酒店
广东风华高新科技股份有限公司,广东,肇庆市,11.74亿,1.88亿,7407,1996-11-29,电子元件,片式电容器、片式电阻器、FPC线路板
茂名石化实华股份有限公司,广东,茂名市,10.32亿,1550.62万,684,1996-11-14,石油加工,石油化工产品
万方城镇投资发展股份有限公司,辽宁,沈阳市,3035.98万,1558.31万,670,1996-11-26,贸易,医院信息系统、医院信息平台、基于医院信息平台应用
西王食品股份有限公司,山东,滨州市,15.73亿,9226.40万,1957,1996-11-26,植物油,植物油、营养补给品
仁和药业股份有限公司,江西,南昌市,11.82亿,1.76亿,6538,1996-12-10,中药生产,药品、健康相关产品
珠海格力电器股份有限公司,广东,珠海市,335.17亿,34.53亿,83952,1996-11-18,空调,空调、生活电器、智能装备
天津泰达股份有限公司,天津,天津市,14.02亿,-2186.01万,1564,1996-11-28,贸易,化工及金属制品贸易、商品房、广陵新城项目、垃圾处理及发电、纺织及滤材
山东金岭矿业股份有限公司,山东,淄博市,4.31亿,9860.53万,2702,1996-11-28,铁矿石,黑色金属采选业、机械加工
金科地产集团股份有限公司,重庆,重庆市,123.98亿,6.82亿,22910,1996-11-28,房地产开发,房地产销售、生活服务、新能源、科技产业(园区)投资运营业务
中钨高新材料股份有限公司,海南,海口市,26.84亿,9879.12万,7546,1996-12-05,钨,硬质合金
珠海中富实业股份有限公司,广东,珠海市,3.08亿,-964.06万,1896,1996-12-03,包装印刷,饮料包装制品、饮料加工、胶罐业务、纸杯业务
长春高新技术产业(集团)股份有限公司,吉林,长春市,22.81亿,9.04亿,6247,1996-12-18,生物医药,房地产、基因生物制药、中成药、服务业
天夏智慧城市科技股份有限公司,广西,梧州市,--,--,37,1996-12-16,行业应用软件,智慧城市
福建省永安林业(集团)股份有限公司,福建,三明市,8949.18万,1459.98万,592,1996-12-06,木材加工,林业、人造板、家具装饰
湖北省广播电视信息网络股份有限公司,湖北,武汉市,5.41亿,-5748.66万,7726,1996-12-10,有线电视,数字电视业务、时移回看业务、互动点播业务、增值业务、数据宽带业务、信息化业务、电视+互联网应用业务
经纬纺织机械股份有限公司,北京,北京市,26.61亿,3.36亿,7770,1996-12-10,其他非银行金融,纺织机械、金融信托、资金投资、非纺机
美好置业集团股份有限公司,云南,昆明市,2.86亿,-1.65亿,1988,1996-12-05,房地产开发,房地产、PPP项目、农业、设计、施工、混凝土预制构件总承包
荣丰控股集团股份有限公司,上海,上海市,2204.45万,-920.68万,167,1996-12-10,房地产开发,租赁、商品房销售、物业管理
金鸿控股集团股份有限公司,吉林,吉林市,4.25亿,1087.38万,1160,1996-12-10,燃气,燃气业务、环保业务
盈方微电子股份有限公司,湖北,荆州市,6.80亿,2986.15万,136,1996-12-17,半导体材料,芯片类业务、电子元器件分销
阳光城集团股份有限公司,福建,福州市,75.23亿,4.79亿,21319,1996-12-18,房地产开发,房地产、建工板块、酒店及其他板块
甘肃上峰水泥股份有限公司,甘肃,白银市,12.25亿,3.53亿,2433,1996-12-18,水泥,基础建材产品
当代东方投资股份有限公司,山西,大同市,3638.47万,-2643.75万,265,1997-01-24,影视,文化传媒
智度科技股份有限公司,河南,郑州市,18.92亿,8254.02万,895,1996-12-24,其他互联网服务,互联网媒体业务、数字营销业务
恒天海龙股份有限公司,山东,潍坊市,2.08亿,2156.91万,931,1996-12-26,粘胶纤维,帘帆布
襄阳汽车轴承股份有限公司,湖北,襄阳市,3.84亿,534.45万,3515,1997-01-06,汽车零部件,汽车零部件、机器设备
大连友谊(集团)股份有限公司,辽宁,大连市,4680.13万,-1580.35万,467,1997-01-24,百货,商品零售、房地产销售
山推工程机械股份有限公司,山东,济宁市,26.62亿,9496.61万,5481,1997-01-22,工程机械,工业产品销售、商业产品销售
视觉(中国)文化发展股份有限公司,江苏,常州市,1.39亿,4220.18万,483,1997-01-21,网络媒体,互联网传媒
东方电子股份有限公司,山东,烟台市,7.49亿,4361.22万,5665,1997-01-21,电气自控设备,信息技术相关产业、非信息技术相关产业
内蒙古远兴能源股份有限公司,内蒙古,鄂尔多斯市,22.38亿,4.31亿,4887,1997-01-31,纯碱,纯碱、煤制尿素、煤炭、天然气制甲醇
中山公用事业集团股份有限公司,广东,中山市,5.20亿,3.17亿,4606,1997-01-23,污水处理,供水、污水、废液处理、市场租赁业、物业管理、客运服务、垃圾处理及发电收入、工程安装、环卫、利息
东北证券股份有限公司,吉林,长春市,12.97亿,3.29亿,3351,1997-02-27,证券,证券经纪、证券投资咨询、证券承销与保荐、融资融券、证券投资基金代销、代销金融产品业务
华讯方舟股份有限公司,河北,保定市,957.15万,-4558.40万,122,1997-02-21,通信终端设备,军事通信及配套产品
国城矿业股份有限公司,重庆,重庆市,2.18亿,4960.77万,903,1997-01-20,铅锌,有色金属采选业务、工业硫酸业务
广东宝丽华新能源股份有限公司,广东,梅州市,20.05亿,9075.75万,1312,1997-01-28,火电,新能源发电、金融投资
海南亚太实业发展股份有限公司,甘肃,兰州市,1.38亿,1740.33万,444,1997-02-28,房地产开发,商品房、化工产品
沈阳惠天热电股份有限公司,辽宁,沈阳市,10.40亿,1.36亿,2426,1997-02-27,其他发电,供热、设计
天津滨海能源发展股份有限公司,天津,天津市,1.11亿,-1012.70万,933,1997-02-18,其他发电,印刷业务
炼石航空科技股份有限公司,陕西,咸阳市,2.37亿,-4391.09万,1714,1997-03-25,稀有金属,钼精粉、商用航空部件
沈阳化工股份有限公司,辽宁,沈阳市,28.09亿,3.13亿,2672,1997-02-20,石油加工,石油化工、氯碱化工、聚醚化工、其他
江南模塑科技股份有限公司,江苏,无锡市,17.31亿,8423.07万,5810,1997-02-28,汽车零部件,汽车装饰件、房地、铸件、医疗
厦门信达股份有限公司,福建,厦门市,192.70亿,2386.66万,5354,1997-02-26,贸易,汽车经销业务、供应链业务、信息科技板块
湖南正虹科技发展股份有限公司,湖南,岳阳市,3.57亿,-823.71万,1268,1997-03-18,饲料,饲料、饲养、其他
恒逸石化股份有限公司,广西,北海市,308.46亿,15.21亿,18154,1997-03-28,涤纶,石化、聚酯、贸易
浙江震元股份有限公司,浙江,绍兴市,8.55亿,1846.18万,1938,1997-04-10,医药商业,医药
湖北双环科技股份有限公司,湖北,孝感市,5.14亿,-3832.65万,1744,1997-04-15,纯碱,联碱及其他化工产品、商品房销售、物业
中信泰富特钢集团股份有限公司,湖北,黄石市,224.10亿,19.29亿,22753,1997-03-26,特钢,合金钢棒材、合金钢线材、特种钢板、特种无缝钢管、其他业务
河钢股份有限公司,河北,石家庄市,330.33亿,4.90亿,35336,1997-04-16,普钢,板材、棒材及型材、线材、带钢、钢坯、钒产品、气体、水电
成都市贝瑞和康基因技术股份有限公司,四川,成都市,3.35亿,2094.83万,1496,1997-04-22,汽车零部件,基因检测、设备、试剂
京蓝科技股份有限公司,黑龙江,哈尔滨市,1.24亿,-1.00亿,1078,1997-04-11,节水灌溉,生态节水运营服务业务、园林环境科技服务业务、土壤修复运营服务业务、环境治理技术服务业务
广东锦龙发展股份有限公司,广东,东莞市,3.46亿,1814.99万,1570,1997-04-15,证券,证券公司业务
合肥丰乐种业股份有限公司,安徽,合肥市,6.29亿,1546.96万,1204,1997-04-22,种子,杂交水稻种子、杂交玉米种子、常规水稻种子、瓜菜种子、小麦种子、油菜种子、棉花种子、除草剂、杀虫剂、杀菌剂、种衣剂、天然薄荷脑、薄荷素油
中兴-沈阳商业大厦(集团)股份有限公司,辽宁,沈阳市,2.31亿,2360.66万,1428,1997-05-08,百货,零售、服务费
南方黑芝麻集团股份有限公司,广西,玉林市,8.41亿,1155.53万,2170,1997-04-18,植物蛋白饮料,冲调系列产品、饮料系列产品、养生系列产品、休闲系列产品
广东韶钢松山股份有限公司,广东,韶关市,78.84亿,4.16亿,6058,1997-05-08,普钢,特钢棒材、工业线材、中厚板材、建筑用材
苏宁环球股份有限公司,吉林,吉林市,7.90亿,2.69亿,777,1997-04-08,房地产开发,房地产业、建筑业、酒店业、文化创意业
中原大地传媒股份有限公司,河南,焦作市,18.87亿,9224.41万,14172,1997-03-31,平面媒体,出版业务、发行业务、物资销售业务
山东新能泰山发电股份有限公司,山东,泰安市,6.56亿,-1376.21万,884,1997-05-09,火电,房屋销售、电缆、供应链、租赁及物业
西安饮食股份有限公司,陕西,西安市,1.09亿,-4093.04万,3338,1997-04-30,餐饮,餐饮服务、生产制造、租赁
湖南发展集团股份有限公司,湖南,长沙市,1.00亿,1939.45万,295,1997-05-22,水电,电力、砂石、健康产业
山西美锦能源股份有限公司,山西,太原市,37.56亿,7.52亿,4106,1997-05-15,焦炭,焦化产品及副产品、其他
京东方科技集团股份有限公司,北京,北京市,496.55亿,63.02亿,76459,2001-01-12,显示器件,显示事业、智慧系统创新事业、智慧医工事业、传感器及解决方案事业
鲁泰纺织股份有限公司,山东,淄博市,9.93亿,6858.17万,22583,2000-12-25,棉纺,面料产品、衬衣产品、棉花、电和汽、防火用品
冠捷电子科技股份有限公司,江苏,南京市,166.22亿,4.25亿,22689,1997-05-20,显示器件,显示器、电视、影音
国元证券股份有限公司,安徽,合肥市,9.22亿,3.34亿,3529,1997-06-16,证券,经纪业务、资产管理业务、证券信用业务、投行业务、自营投资业务
北京燕京啤酒股份有限公司,北京,北京市,27.76亿,-1.11亿,27984,1997-07-16,啤酒,啤酒、矿泉水、茶饮料、饲料
四川美丰化工股份有限公司,四川,遂宁市,7.82亿,6060.58万,2370,1997-06-17,氮肥,化学肥料、天然气、贸易
泰禾集团股份有限公司,福建,三明市,3.97亿,-3.89亿,6096,1997-07-04,房地产开发,房地产、服务、零售
中国振华(集团)科技股份有限公司,贵州,贵阳市,13.08亿,2.48亿,6937,1997-07-03,电子元件,现代服务业、整机及系统、新型电子元器件
罗牛山股份有限公司,海南,海口市,5.09亿,4678.46万,2750,1997-06-11,畜牧养殖,生猪、肉制品、教育、商品房、冷链物流服务
中交地产股份有限公司,重庆,重庆市,20.53亿,2214.39万,1369,1997-04-25,房地产开发,房地产销售、房产租赁、物业管理
南风化工集团股份有限公司,山西,运城市,2.85亿,502.66万,1138,1997-04-28,日用化学品,无机盐系列产品
中国航发动力控制股份有限公司,江苏,无锡市,9.20亿,1.43亿,7369,1997-06-26,航空装备,发动机控制系统及衍生产品、国际合作、非航空产品
普洛药业股份有限公司,浙江,金华市,19.67亿,2.17亿,5868,1997-05-09,化学原料药,原料药中间体、合同研发生产、制剂
国海证券股份有限公司,广西,桂林市,10.69亿,2.07亿,3803,1997-07-09,证券,零售财富管理业务、企业金融服务业务、投资管理业务、销售交易与投资业务、其他业务、信用业务
葫芦岛锌业股份有限公司,辽宁,葫芦岛市,18.59亿,3535.50万,5829,1997-06-26,铅锌,有色金属冶炼、有色金属贸易
西藏发展股份有限公司,西藏,拉萨市,9571.30万,340.91万,266,1997-06-25,啤酒,啤酒
福建漳州发展股份有限公司,福建,漳州市,6.41亿,3336.86万,1722,1997-06-26,汽车销售,汽车销售、自来水生产、污水处理、工程施工、贸易、房地产开发
山西路桥股份有限公司,山西,临汾市,1.96亿,3930.63万,397,1997-06-27,其他化学原料,高速公路管理与运营
山东新华制药股份有限公司,山东,淄博市,17.68亿,1.06亿,6497,1997-08-06,化学原料药,化学原料药、制剂、医药中间体
四川浩物机电股份有限公司,四川,内江市,10.25亿,-276.90万,2341,1997-06-27,汽车零部件,机械配件、整车销售、汽车后市场服务
中国有色金属建设股份有限公司,北京,北京市,16.00亿,1.50亿,5064,1997-04-16,铅锌,承包工程、有色金属产品、冶金机械
